year,player_id,nick,nationality,team_ids,teams,maps,rounds,kd_diff,kd,rating,rating_version,ranking_filter,date_range
2017,10449,ISSAA,Jordan,5310,HellRaisers,61,1628,-18,0.98,1.04,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,4679,jks,Australia,6211,Renegades,80,2155,-3,1.00,1.04,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,695,allu,Finland,6615|6667,OpTic|FaZe,152,4006,+148,1.06,1.04,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,8413,Zero,Slovakia,5310,HellRaisers,115,3050,+69,1.03,1.04,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,7429,Happy,France,5991,Envy,152,3918,+27,1.01,1.03,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,8523,tarik,United States,5752|6615,Cloud9|OpTic,151,3954,-137,0.95,1.03,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,317,pashaBiceps,Poland,5378,Virtus.pro,171,4374,-9,1.00,1.03,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,1146,dennis,Sweden,4991,fnatic,117,3071,-47,0.98,1.03,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,8771,USTILO,Australia,6211,Renegades,80,2155,-115,0.93,1.03,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,8374,bodyy,France,5995,G2,184,4915,-122,0.96,1.02,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,5386,byali,Poland,5378,Virtus.pro,173,4413,-86,0.97,1.02,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,2553,Snax,Poland,5378,Virtus.pro,173,4413,-57,0.98,1.02,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,7528,KRIMZ,Sweden,4991,fnatic,181,4802,+7,1.00,1.02,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,2131,bondik,Ukraine,5310,HellRaisers,73,1913,-31,0.98,1.02,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,8095,aizy,Denmark,7533,North,160,4299,-173,0.94,1.02,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,3997,loWel,Spain,4494,MOUZ,91,2397,-4,1.00,1.02,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,4959,kioShiMa,France,6667,FaZe,109,2915,-55,0.97,1.02,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,7805,RUSH,United States,5752|6615,Cloud9|OpTic,151,3954,-104,0.96,1.01,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,9056,koosta,United States,5974,CLG,95,2574,-34,0.98,1.01,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,8082,AZR,Australia,6211,Renegades,80,2155,-102,0.93,1.01,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,7440,Skadoodle,United States,5752,Cloud9,156,4089,+73,1.03,1.01,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,7382,steel,Brazil,7010,Immortals,131,3428,-56,0.98,1.00,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,735,Dosia,Russia,6651,Gambit,121,3328,-108,0.95,1.00,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,150,MAJ3R,Türkiye,5929,Space Soldiers,85,2259,-87,0.94,1.00,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,8716,DeadFox,Hungary,5310,HellRaisers,130,3427,-118,0.95,0.99,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,7412,gla1ve,Denmark,6665,Astralis,198,5252,-264,0.92,0.99,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,8137,reltuC,United States,5974,CLG,95,2574,-111,0.94,0.99,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,545,MODDII,Sweden,7175,HEROIC,156,4125,-208,0.93,0.99,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,2730,chrisJ,Netherlands,4494,MOUZ,171,4523,-264,0.91,0.99,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,8346,jdm64,United States,5973,Liquid,160,4258,-136,0.95,0.99,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,884,Xizt,Sweden,4411,Ninjas in Pyjamas,171,4449,-305,0.90,0.99,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,922,Snappi,Denmark,7175,HEROIC,156,4125,-221,0.93,0.98,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,483,Edward,Ukraine,4608,Natus Vincere,137,3666,-182,0.93,0.98,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,9069,Nifty,United States,6211,Renegades,77,2053,-55,0.96,0.98,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,5799,keev,Germany,7532,BIG,103,2718,-56,0.97,0.98,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,8507,stanislaw,Canada,5973,Liquid,142,3691,-218,0.91,0.98,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,6904,STYKO,Slovakia,4494|5310,MOUZ|HellRaisers,169,4448,-275,0.91,0.98,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,7687,nitr0,United States,5973,Liquid,160,4258,-326,0.89,0.97,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,7511,denis,Germany,4494,MOUZ,89,2353,-190,0.89,0.97,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,7156,MSL,Denmark,7533,North,157,4226,-474,0.85,0.96,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,9545,xms,France,5991,Envy,138,3538,-303,0.88,0.96,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,9217,TACO,Brazil,6137,SK,199,5232,-222,0.93,0.96,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,203,n0thing,United States,5752,Cloud9,93,2498,-147,0.92,0.96,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,8349,shroud,Canada,5752,Cloud9,95,2553,-159,0.91,0.96,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,338,markeloff,Ukraine,5988,FlipSid3,62,1621,-101,0.91,0.95,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,7148,friberg,Sweden,6615|4411,OpTic|Ninjas in Pyjamas,104,2660,-269,0.86,0.95,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,429,karrigan,Denmark,6667,FaZe,222,5831,-450,0.88,0.94,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,165,NEO,Poland,5378,Virtus.pro,173,4413,-448,0.86,0.94,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,8611,es3tag,Denmark,7175,HEROIC,100,2561,-336,0.82,0.93,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,147,SIXER,France,5991,Envy,152,3918,-241,0.91,0.93,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,484,Zeus,Ukraine,4608|6651,Natus Vincere|Gambit,125,3435,-389,0.84,0.93,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,3347,seized,Russia,4608,Natus Vincere,108,2828,-341,0.83,0.91,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,161,TaZ,Poland,5378,Virtus.pro,173,4413,-484,0.84,0.90,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,11110,Golden,Sweden,4991,fnatic,80,2151,-280,0.82,0.90,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,136,gob b,Germany,7532,BIG,103,2718,-374,0.80,0.89,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,3252,LEGIJA,Germany,7532,BIG,103,2718,-425,0.78,0.88,Rating 2.0,Top20,2017-01-01..2017-12-31
2017,6451,FNS,Canada,5974,CLG,93,2526,-474,0.74,0.84,Rating 2.0,Top20,2017-01-01..2017-12-31
2018,7998,s1mple,Ukraine,4608,Natus Vincere,209,5445,+1534,1.47,1.34,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7592,device,Denmark,6665,Astralis,238,6225,+1196,1.32,1.23,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7938,XANTARES,Türkiye,5929|9572,Space Soldiers|ex-Space Soldiers,137,3613,+297,1.11,1.23,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,3741,NiKo,Bosnia and Herzegovina,6667,FaZe,228,6045,+884,1.23,1.21,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,5794,tabseN,Germany,7532,BIG,98,2605,+257,1.14,1.20,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8574,woxic,Türkiye,5310,HellRaisers,169,4396,+674,1.24,1.19,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,11916,sergej,Finland,4869,ENCE,61,1609,+208,1.20,1.18,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,10671,Ethan,United States,6673,NRG,133,3510,+278,1.12,1.18,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8918,electroNic,Russia,4608,Natus Vincere,205,5343,+567,1.17,1.17,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7398,dupreeh,Denmark,6665,Astralis,238,6225,+647,1.16,1.17,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9032,Magisk,Denmark,6665,Astralis,234,6131,+631,1.17,1.15,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8520,NAF,Canada,5973,Liquid,211,5493,+453,1.13,1.15,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9216,coldzera,Brazil,9215|6137,MIBR,167,4562,+611,1.21,1.14,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9031,valde,Denmark,7533,North,215,5678,+516,1.14,1.13,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,4076,Aerial,Finland,4869,ENCE,61,1609,+105,1.10,1.13,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8735,autimatic,United States,5752,Cloud9,107,2855,+230,1.12,1.13,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,798,oskar,Czech Republic,4494,MOUZ,236,6193,+575,1.14,1.12,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7412,gla1ve,Denmark,6665,Astralis,238,6225,+405,1.10,1.12,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,10394,Twistzz,Canada,5973,Liquid,211,5520,+535,1.15,1.12,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,4954,Xyp9x,Denmark,6665,Astralis,238,6225,+576,1.16,1.12,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9136,Brehze,United States,6673,NRG,133,3510,+248,1.11,1.12,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,5479,suNny,Finland,4494,MOUZ,245,6421,+354,1.08,1.11,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,11219,CeRq,Bulgaria,6673,NRG,133,3510,+285,1.13,1.11,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,695,allu,Finland,4869,ENCE,61,1609,+176,1.18,1.11,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7322,apEX,France,5995,G2,79,2086,+28,1.02,1.10,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9078,k0nfig,Denmark,6615,OpTic,98,2642,+3,1.00,1.10,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,10449,ISSAA,Jordan,5310,HellRaisers,175,4544,+297,1.10,1.10,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8394,Kjaerbye,Denmark,7533,North,217,5716,+223,1.06,1.09,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8738,EliGE,United States,5973,Liquid,217,5656,+90,1.02,1.09,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7256,nex,Germany,7532,BIG,96,2538,+117,1.07,1.09,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,2757,GuardiaN,Slovakia,6667,FaZe,228,6045,+515,1.14,1.09,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7528,KRIMZ,Sweden,4991,fnatic,178,4715,+200,1.06,1.09,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7167,kennyS,France,5995,G2,167,4433,+317,1.11,1.08,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8575,Calyx,Türkiye,9572|5929,ex-Space Soldiers|Space Soldiers,134,3540,+239,1.10,1.08,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,11816,ropz,Estonia,4494,MOUZ,245,6421,+476,1.12,1.08,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8611,es3tag,Denmark,7175,HEROIC,150,3924,+44,1.02,1.08,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8783,JUGi,Denmark,6615|7175,OpTic,135,3580,+207,1.09,1.07,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,2023,FalleN,Brazil,9215|6137,MIBR,167,4562,+248,1.09,1.07,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8183,rain,Norway,6667,FaZe,228,6045,-22,0.99,1.07,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7443,twist,Sweden,4991|6902,fnatic|GODSENT,123,3320,+132,1.06,1.07,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9895,mertz,Denmark,7175|7533,HEROIC,186,4917,+198,1.06,1.07,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7594,flamie,Russia,4608,Natus Vincere,207,5400,+128,1.04,1.07,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,2469,cajunb,Denmark,6615,OpTic,98,2642,+111,1.07,1.06,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,13666,Brollan,Sweden,4991|6902,fnatic|GODSENT,119,3213,+70,1.03,1.06,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9278,REZ,Sweden,4411,Ninjas in Pyjamas,181,4755,+10,1.00,1.06,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,29,f0rest,Sweden,4411,Ninjas in Pyjamas,181,4755,+182,1.06,1.06,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,1225,shox,France,5995,G2,126,3326,+91,1.04,1.06,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8564,fer,Brazil,9215|6137,MIBR,162,4439,-130,0.96,1.06,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9353,paz,Türkiye,9572|5929,ex-Space Soldiers|Space Soldiers,137,3613,+95,1.04,1.05,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7131,BnTeT,Indonesia,4863,TYLOO,81,2208,+24,1.02,1.05,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,964,mou,Kazakhstan,6651,Gambit,148,3909,+105,1.04,1.05,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8523,tarik,United States,9215|5752,MIBR|Cloud9,172,4526,-20,0.99,1.05,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,3055,flusha,Sweden,4991,fnatic,134,3544,-125,0.95,1.04,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7687,nitr0,United States,5973,Liquid,217,5656,-6,1.00,1.04,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,11271,smooya,United Kingdom,7532,BIG,98,2605,+74,1.04,1.04,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9766,hampus,Sweden,6902,GODSENT,76,2062,-40,0.97,1.04,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9261,Lekr0,Sweden,4411|4991,Ninjas in Pyjamas|fnatic,195,5107,+26,1.01,1.04,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9255,draken,Sweden,4411|4991,Ninjas in Pyjamas|fnatic,111,2941,+60,1.03,1.04,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8570,GruBy,Poland,8068,AGO,112,2996,-28,0.99,1.04,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8797,Stewie2K,United States,9215|5752|6137,MIBR|Cloud9,186,4956,-165,0.95,1.04,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9256,disco doplan,Sweden,6902,GODSENT,76,2062,-4,1.00,1.03,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,1146,dennis,Sweden,4411,Ninjas in Pyjamas,175,4602,-12,1.00,1.03,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7168,NBK-,France,5995,G2,79,2086,-58,0.96,1.03,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8095,aizy,Denmark,7533,North,215,5678,-7,1.00,1.03,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8528,HObbit,Kazakhstan,5310|6651,HellRaisers|Gambit,167,4393,-4,1.00,1.03,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,885,olofmeister,Sweden,6667,FaZe,152,4068,-10,1.00,1.02,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,4679,jks,Australia,6211,Renegades,119,3189,-8,1.00,1.02,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8248,jkaem,Norway,6211,Renegades,113,3034,-135,0.94,1.02,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8327,Furlan,Poland,8068,AGO,112,2996,-177,0.92,1.02,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7390,ScreaM,Belgium,5991|4991,fnatic,62,1587,-11,0.99,1.02,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,2131,bondik,Ukraine,5310,HellRaisers,159,4142,-34,0.99,1.02,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,2730,chrisJ,Netherlands,4494,MOUZ,245,6421,-227,0.95,1.02,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,3849,JW,Sweden,4991,fnatic,178,4715,-139,0.96,1.01,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7440,Skadoodle,United States,5752,Cloud9,99,2639,+6,1.00,1.01,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8522,FugLy,United States,6673,NRG,133,3510,-108,0.95,1.01,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9816,Aleksib,Finland,4869,ENCE,61,1609,-93,0.91,1.01,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8875,gade,Denmark,7533|6615,OpTic,101,2682,-86,0.95,1.01,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,334,AdreN,Kazakhstan,6651,Gambit,148,3909,-221,0.92,1.00,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7805,RUSH,United States,5752,Cloud9,107,2855,-152,0.92,1.00,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,10264,niko,Denmark,7175|6615|7533,OpTic,184,4816,-120,0.96,1.00,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7356,MICHU,Poland,5378,Virtus.pro,100,2588,-107,0.94,1.00,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9574,snatchie,Poland,8068,AGO,120,3195,-81,0.96,1.00,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,150,MAJ3R,Türkiye,9572|5929,ex-Space Soldiers|Space Soldiers,137,3613,-100,0.96,1.00,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7964,cadiaN,Denmark,7533,North,62,1629,+10,1.01,0.99,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,483,Edward,Ukraine,4608,Natus Vincere,207,5400,-248,0.93,0.99,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8605,somebody,China,4863,TYLOO,81,2208,-160,0.90,0.98,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,2553,Snax,Poland,5378|4494,Virtus.pro|MOUZ,140,3605,-113,0.95,0.98,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,5386,byali,Poland,5378,Virtus.pro,98,2525,-123,0.93,0.98,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7026,DD,China,4863,TYLOO,81,2208,-186,0.89,0.98,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8789,mir,Russia,6651|6094,Gambit|Vega Squadron,73,1887,-61,0.95,0.98,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9257,freddieb,Sweden,6902,GODSENT,76,2062,-125,0.91,0.97,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,317,pashaBiceps,Poland,5378,Virtus.pro,103,2652,-146,0.92,0.97,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,922,Snappi,Denmark,6615|7175,OpTic,163,4306,-229,0.92,0.97,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7248,xseveN,Finland,4869,ENCE,61,1609,-82,0.92,0.97,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,10263,xccurate,Indonesia,4863,TYLOO,81,2208,-58,0.96,0.97,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,39,GeT_RiGhT,Sweden,4411,Ninjas in Pyjamas,181,4755,-293,0.91,0.97,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,339,ANGE1,Ukraine,5310,HellRaisers,183,4770,-565,0.84,0.97,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,5796,tiziaN,Germany,7532,BIG,98,2605,-93,0.94,0.97,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7156,MSL,Denmark,7533,North,153,4049,-417,0.86,0.96,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,3347,seized,Russia,6651,Gambit,81,2149,-230,0.85,0.95,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7148,friberg,Sweden,7175,HEROIC,99,2595,-220,0.88,0.95,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9217,TACO,Brazil,5973|6137,Liquid,186,4861,-344,0.89,0.95,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,545,MODDII,Sweden,7175,HEROIC,166,4328,-319,0.89,0.95,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8082,AZR,Australia,6211,Renegades,119,3189,-243,0.89,0.95,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,735,Dosia,Russia,6651,Gambit,148,3909,-320,0.88,0.95,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8568,boltz,Brazil,6137|9215,MIBR,77,2185,-208,0.86,0.94,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8374,bodyy,France,5995,G2,167,4433,-439,0.86,0.94,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,11278,TOAO,Poland,8068,AGO,112,2996,-244,0.88,0.94,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,6904,STYKO,Slovakia,4494,MOUZ,198,5213,-408,0.88,0.94,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7382,steel,Brazil,5973,Liquid,66,1766,-158,0.87,0.94,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9069,Nifty,United States,6211,Renegades,82,2204,-169,0.89,0.93,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7166,Ex6TenZ,Belgium,5995,G2,78,2076,-212,0.85,0.93,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,11891,phr,Poland,8068,AGO,112,2996,-293,0.86,0.93,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8151,AcilioN,Denmark,7175|7701,Imperial,87,2324,-247,0.85,0.92,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,484,Zeus,Ukraine,4608,Natus Vincere,207,5400,-639,0.83,0.92,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,429,karrigan,Denmark,6667,FaZe,228,6045,-647,0.84,0.92,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8716,DeadFox,Hungary,5310,HellRaisers,179,4656,-533,0.83,0.91,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,136,gob b,Germany,7532,BIG,98,2605,-269,0.85,0.91,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,884,Xizt,Sweden,4991|6667,fnatic|FaZe,143,3774,-435,0.83,0.91,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8521,daps,Canada,6673,NRG,133,3510,-452,0.81,0.91,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,1485,RUBINO,Norway,7175,HEROIC,61,1601,-187,0.84,0.90,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,8771,USTILO,Australia,6211,Renegades,82,2204,-341,0.79,0.90,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,9857,ngiN,Türkiye,9572|5929,ex-Space Soldiers|Space Soldiers,137,3613,-363,0.85,0.90,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,11110,Golden,Sweden,4991,fnatic,107,2864,-389,0.81,0.88,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,5187,captainMo,China,4863,TYLOO,64,1764,-314,0.76,0.86,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,165,NEO,Poland,5378,Virtus.pro,103,2652,-430,0.77,0.86,Rating 2.0,Top20,2018-01-01..2018-12-31
2018,7170,SmithZz,France,5995,G2,78,2076,-457,0.70,0.80,Rating 2.0,Top20,2018-01-01..2018-12-31
2019,7998,s1mple,Ukraine,4608,Natus Vincere,129,3469,+841,1.41,1.29,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,11893,ZywOo,France,9565,Vitality,188,4988,+1008,1.33,1.28,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,7592,device,Denmark,6665,Astralis,135,3597,+555,1.25,1.21,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,8918,electroNic,Russia,4608,Natus Vincere,129,3469,+402,1.18,1.20,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,8738,EliGE,United States,5973,Liquid,166,4454,+519,1.18,1.19,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,13776,Jame,Russia,8120,AVANGAR,150,4110,+670,1.29,1.19,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,11816,ropz,Estonia,4494,MOUZ,153,4107,+629,1.26,1.17,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,3972,huNter-,Bosnia and Herzegovina,5995|8481|10150,G2|Valiance|CR4ZY,167,4501,+379,1.13,1.17,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,3741,NiKo,Bosnia and Herzegovina,6667,FaZe,136,3593,+345,1.14,1.16,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,8520,NAF,Canada,5973,Liquid,166,4454,+371,1.13,1.15,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,9032,Magisk,Denmark,6665,Astralis,135,3597,+349,1.16,1.15,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,15631,KSCERATO,Brazil,8297,FURIA,94,2555,+346,1.23,1.15,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,8574,woxic,Türkiye,4494,MOUZ,156,4171,+476,1.19,1.14,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,9618,nexa,Serbia,5995|8481|10150,G2|Valiance|CR4ZY,167,4501,+422,1.15,1.14,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,9136,Brehze,United States,10399|6673,Evil Geniuses,160,4333,+371,1.13,1.13,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,9216,coldzera,Brazil,6667|9215,FaZe|MIBR,106,2696,+287,1.17,1.13,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,9960,frozen,Slovakia,4494,MOUZ,150,4019,+349,1.14,1.13,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,7167,kennyS,France,5995,G2,176,4802,+438,1.14,1.12,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,12733,xsepower,Russia,8135,FORZE,65,1717,+185,1.18,1.12,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,10394,Twistzz,Canada,5973,Liquid,166,4454,+447,1.17,1.12,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,4679,jks,Australia,8474|6211,Renegades,115,3012,+233,1.12,1.12,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,10330,acoR,Denmark,4602,Tricked,53,1473,+154,1.17,1.11,Rating 2.0,Top20,2019-01-01..2019-12-31
2019,15165,blameF,Denmark,7175,HEROIC,70,1887,+103,1.08,1.11,Rating 2.0,Top20,2019-01-01..2019-12-31
